                   sim_nr                        h                    alpha                  sca_sto                       wg               gammatheta                   gammaq                      CO2                   advCO2                      z0m                      z0h                    FracH         obs_sca_cf_CO2mh                  Costf_grad_h              Costf_grad_alpha            Costf_grad_sca_sto                 Costf_grad_wg         Costf_grad_gammatheta             Costf_grad_gammaq                Costf_grad_CO2             Costf_grad_advCO2                Costf_grad_z0m                Costf_grad_z0h              Costf_grad_FracH   Costf_grad_obs_sca_cf_CO2mh
                       68        383.1439754391638      0.20210915839194352       1.1255676801890253      0.10604005615606935     0.003073830040926509   -1.067676071021385e-06       361.03698413516133    0.0003165497603049667      0.05291075885157212     0.015877144529919382       0.3634182356668688        1.192479453216033             0.008871853163333           -1.7405347437972027            1.1218727442431957             4.380879987435286            -714.2374631886005             505371.2364863211           0.08014260359576957             933.9263077112596            -7.340760361806878           -15.404554542749915           -2.4469364383524455            -70.62188154567342
                       69         383.143975449497      0.20210915839048696       1.1255676801924768      0.10604005615055115     0.003073830040961497  -1.0676760710393412e-06        361.0369841353838    0.0003165497603285312       0.0529107588592106      0.01587714452538229       0.3634182356687813       1.1924794532162895          0.008871853662959082           -1.7405343681088694            1.1218727502601968             4.380880055334073            -714.2374281932168             505371.2443892743           0.08014261709351454             933.9264067190627            -7.340760572292929           -15.404555287836203            -2.446936411658066            -70.62188533921062
                       70       383.14397544442454      0.20210915839643048       1.1255676801797012      0.10604005615931003    0.0030738300409310524  -1.0676760709323696e-06        361.0369841353684    0.0003165497603055947     0.052910758842248266     0.015877144535746575      0.36341823567660214       1.1924794532150624          0.008871853716818142           -1.7405345681099016            1.1218726636599292             4.380879988091044            -714.2374367279929            505371.25090588356           0.08014261763779826             933.9264015264914            -7.340760514726527           -15.404554734319401            -2.446936495083063            -70.62188552125161
                       71       383.14397545198017       0.2021091583946791        1.125567680183643      0.10604005615102402     0.003073830040916602  -1.0676760709153216e-06       361.03698413545317   0.00031654976029120256      0.05291075885364063     0.015877144529717637       0.3634182356900827       1.1924794532162124          0.008871853639501687            -1.740534294367913             1.121872686765184             4.380880090469875            -714.2374399450675            505371.25102371804           0.08014261485991996             933.9263758560502            -7.340760589654599           -15.404555442626966            -2.446936381491767            -70.62188481180314
                       72        383.1439754596265      0.20210915839029503       1.1255676801942354      0.10604005614166784     0.003073830040896284  -1.0676760709596307e-06       361.03698413557277     0.000316549760297543      0.05291075886346776      0.01587714452591434      0.36341823568031356       1.1924794532171115          0.008871853725911932           -1.7405346209978139             1.121872794769545             4.380879980622258            -714.2374574028211             505371.2477289236           0.08014261615297213             933.9263866156614            -7.340760485728737            -15.40455476889715            -2.446936460381123            -70.62188500434877
                       73        383.1439754454034      0.20210915839362434        1.125567680191816      0.10604005615587311     0.003073830040894497  -1.0676760709651174e-06       361.03698413536324     0.000316549760309503      0.05291075883784514      0.01587714453069227       0.3634182356704277       1.1924794532156278            0.0088718536755881           -1.7405343783142881             1.121872767720606            4.3808800486885815            -714.2374400983815             505371.2469593113           0.08014261638178942             933.9263887451762            -7.340760584743574            -15.40455518242766            -2.446936416226472            -70.62188514656152
                       74       385.57028337836414      0.20283934503148568       1.1239271810187876                    0.101      0.00309082500441628  -1.0755564374650607e-06       361.15648946206824    0.0003102591691951052      0.05789706429637091     0.015952954516314972      0.37161256869125464       1.1929378315795744          0.008179935844784022            12.483922046934909             7.447807873568866             6.131560689780943             408.1932353629349           -213720.05372687394           0.10345149774422231             306.8778531292169           -1.0606135073276997           -10.211439491326548             3.267756921112411            -73.39854154824499
                       75         385.570279651359        0.202839344700079       1.1239270477640169                    0.101    0.0030908065446309998  -1.0755564336373952e-06       361.15648878968716   0.00031024526357927365     0.057897064353831657     0.015952954982714856       0.3716125685449432       1.1929378447250452          0.008103635077825678            12.428946011530684            7.4392822124379405             6.120712123907825             397.2724014645542            -215982.7630007532           0.10096378063540155             284.5362608566495           -1.0312772841676592            -10.12647943341432            3.2673883045928402            -72.71170191694948
                       76       385.57027900874573      0.20283934459977926       1.1239269959490716                    0.101     0.003090811869494851  -1.0755564309613958e-06       361.15648893550474    0.0003102662099512916      0.05789706433588046     0.015952955075562037      0.37161256848405816       1.1929378469812106          0.008193281987800378            12.461257882783386             7.440957451025053             6.125929303704007              403.371302271627            -214832.6162751712           0.10400486207744124             313.1720691057267           -1.0506879771816038           -10.175205631502136            3.2661807555030764            -73.55064246330758
                       77        385.5702781864816       0.2028393445689009        1.123926971610521                    0.101     0.003090825369841032   -1.075556428421871e-06       361.15648877330347   0.00031025973934579575      0.05789706430092773     0.015952955052117374       0.3716125684519582       1.1929378501934802          0.008178867390842354            12.484608384781295             7.444244113178218             6.131270236888075             408.2421736678798           -213674.61148288986           0.10341691075581971            306.85591240836266           -1.0606341681011386           -10.214559032614105            3.2670086205401367            -73.39099485779786
                       78        385.5702805752919      0.20283934461892397       1.1239272030033138                    0.101    0.0030908250497286797  -1.0755564319616957e-06        361.1564895405329    0.0003102595043608207       0.0578970642866692      0.01595295532643644       0.3716125685976115       1.1929378429212287           0.00817919409527932            12.483530293432294             7.448360193999895             6.131519581345279              408.196589089076            -213721.3843757863           0.10343639934797422             306.8940151938517            -1.060248276245339           -10.210227657980258            3.2678027262867544            -73.39370323869113
                       79        385.5702801468524      0.20283934418472482        1.123927203290048                    0.101    0.0030908238563379896  -1.0755564255142516e-06        361.1564905695143   0.00031025416960222575     0.057897064116932184     0.015952955986051707       0.3716125684932829        1.192937849071867          0.008155977828394327            12.475393654902359             7.447829014276293             6.130180217250087             406.6888039975442           -214000.09955472845           0.10264908945650912            299.51624860751974            -1.055304605609564           -10.197966972430432            3.2680455046674006            -73.17652525387273
                       80       385.53261481917025      0.20283470506058657       1.1234642698910076                    0.101     0.003091031687410488  -1.0754859827353592e-06        361.1550347262167    0.0003144780267256165      0.05789700209445205      0.01596093593574188       0.3716111091500133       1.1930830609945693        -0.0025618458148615494             8.590816335749338             0.579648684126075             4.324692370675022            -4.433599612041473            -215843.1033958989           -0.1691106545273453            -31.74602522866615            3.1566182225833095            -5.499580150585507            1.3148625430462288            1.1850315601354566
                       81        385.5326148209963       0.2028347050470706       1.1234642698904622                    0.101    0.0030910316874105826  -1.0754859825358156e-06        361.1550347263394   0.00031447802672368574      0.05789700208014678     0.015960935937975887      0.37161110912309525        1.193083060994482        -0.0025618454785995997             8.590815235640472            0.5796486135048575             4.324692064525887            -4.433598477193115            -215843.0737931793          -0.16911065030538305           -31.745999413808214            3.1566183928934963            -5.499578321083757             1.314862184428278             1.185030557959422
                       82        385.5326148197987      0.20283470505139917       1.1234642698838417                    0.101    0.0030910316874133174  -1.0754859826149018e-06        361.1550347263832   0.00031447802678412004     0.057897002063064654      0.01596093593354692      0.37161110916427675        1.193083060996695        -0.0025618456185986607             8.590816574420987            0.5796485537598123            4.3246925181111875            -4.433566717690809           -215843.08567548645          -0.16911065003366887           -31.745985988082133            3.1566180035250797            -5.499581206670332            1.3148626215021837             1.185030109408757
                       83       385.53261481733716      0.20283470504437576       1.1234642698880712                    0.101    0.0030910316873829775  -1.0754859829266213e-06       361.15503472644775    0.0003144780267654527      0.05789700205642475     0.015960935937068845      0.37161110917122964       1.1930830609966712         -0.002561845971755979             8.590815653857586            0.5796487448119877             4.324692436541275            -4.433634887891973            -215843.1316009599          -0.16911065594465982            -31.74603302017777            3.1566183119031463            -5.499579657152012            1.3148626516271125            1.1850319382937187
                       84        385.5326148170245       0.2028347050608908       1.1234642698914428                    0.101     0.003091031687390259  -1.0754859828079221e-06        361.1550347263853    0.0003144780267400008      0.05789700206692144      0.01596093593754634       0.3716111091360842       1.1930830609959588        -0.0025618457843395283             8.590816425574385            0.5796486457380637             4.324692333322922            -4.433597869126551             -215843.106910314          -0.16911065503596326           -31.746033671288522             3.156618166754736            -5.499580235187805            1.3148624935780844             1.185031690592652
                       85       385.53261481394566      0.20283470506198123       1.1234642698953152                    0.101    0.0030910316873738295  -1.0754859826310083e-06       361.15503472650335    0.0003144780267514708        0.057897002064043      0.01596093594106779       0.3716111091612859       1.1930830609969307         -0.002561845949277121             8.590816335862296            0.5796488507765437             4.324692401744764            -4.433597224335784           -215843.09677736068          -0.16911065864082342            -31.74605279128984            3.1566182246770382           -5.4995800602405085            1.3148625840120616             1.185032805159537
                       86       385.53261481729965      0.20283470506242307        1.123464269888947                    0.101     0.003091031687373235   -1.075485982711658e-06       361.15503472657383    0.0003144780267554815      0.05789700208107992      0.01596093594050474       0.3716111091536207       1.1930830609959957        -0.0025618457408065746              8.59081615612242             0.579648718536131             4.324692313576532            -4.433610745694889           -215843.10425725326           -0.1691106521710005           -31.746000525261444            3.1566182799903095            -5.499579680564646            1.3148624963588382            1.1850309819956095
                       87         385.126347202794      0.20249607436234462       1.1233808640605254                    0.101    0.0030864038640345285  -1.0728837406265499e-06        361.1996418731689     0.000319280731558849     0.053395033430311115     0.016491606739559746       0.3717996859157617       1.1933843555268409          0.002560300806834913            -6.386823410123924             4.214681693676099            2.4587289305511417            -87.08797881249164             27587.25454635239          -0.12475426631705193              548.796896117157             0.288009750615802            12.407785460168315            -1.639199868478424            -7.351879051522062
                       88       385.12634720117694      0.20249607436344522       1.1233808640555019                    0.101    0.0030864038640317473  -1.0728837406262354e-06        361.1996418733731    0.0003192807315702652      0.05339503342224361     0.016491606739556283      0.37179968592094303       1.1933843555277388          0.002560300831141942            -6.386823145973584             4.214681614251069            2.4587289943329256             -87.0879705501003             27587.25507754823            -0.124754265357025             548.7969042348295           0.28800965369189246            12.407784905989194           -1.6391998215244175            -7.351879425505814
                       89        385.1263471996888      0.20249607436250414         1.12338086405631                    0.101    0.0030864038640229597  -1.0728837406375295e-06       361.19964187348984   0.00031928073153398434      0.05339503343186436     0.016491606739991994      0.37179968592071544       1.1933843555272385          0.002560300706652894            -6.386823464804964              4.21468165073688            2.4587289365754312            -87.08799128232229            27587.249219328653          -0.12475426843979164             548.7968755673769            0.2880097841497159            12.407785490655174           -1.6391998492704092            -7.351878508207186
                       90       385.12634719627204       0.2024960743626666       1.1233808640496061                    0.101    0.0030864038640323463   -1.072883740559113e-06        361.1996418742624    0.0003192807315465628       0.0533950334289116     0.016491606742070522      0.37179968592188983       1.1933843555289536         0.0025603009064626915            -6.386823518097252             4.214681586357509              2.45872889953879            -87.08797848451809             27587.25917290933          -0.12475426269032565             548.7969231803436           0.28800976481482543            12.407785602995482           -1.6391999129496346            -7.351880119439336
                       91        385.1263471852951      0.20249607436372163       1.1233808640525194                    0.101    0.0030864038640252686  -1.0728837404827082e-06        361.1996418754676   0.00031928073153431134     0.053395033393671146     0.016491606747804633       0.3717996859351532       1.1933843555334847          0.002560300700488938            -6.386823417592985              4.21468177733453             2.458728970951042            -87.08796513172125            27587.263506383548          -0.12475426815894552             548.7968745017517           0.28800971875330916            12.407785475130412           -1.6391998337874658            -7.351878529422663
                       92        385.1263471936916      0.20249607436744402       1.1233808640544964                    0.101     0.003086403864042641   -1.072883740666562e-06        361.1996418750948    0.0003192807315814776       0.0533950334247525     0.016491606743816146      0.37179968592625023       1.1933843555330779         0.0025603007417671765            -6.386823330629136             4.214681764318558             2.458728944910887            -87.08797822460448            27587.245901587034          -0.12475426493220419             548.7969205438864           0.28800978458003657            12.407785539790337           -1.6391998302319544            -7.351879377383938
                       93        385.1263471990683       0.2024960743694058       1.1233808640523328                    0.101    0.0030864038640343733  -1.0728837406231082e-06       361.19964187539847    0.0003192807315235257      0.05339503342704329     0.016491606742768842       0.3717996859096232       1.1933843555339734         0.0025603007837103693            -6.386823264003187             4.214681643101768            2.4587288557803286            -87.08797748359704            27587.256259531314          -0.12475426812718467             548.7968759804515            0.2880097565767939            12.407785550061002           -1.6391999468817422            -7.351878536362065
                       94       380.92199790850896       0.2043815110220299       1.1191069371703612                    0.101     0.003085102698865554   -1.059078696607564e-06        362.1118694250899    0.0003115484784059026      0.04856608401511194        0.018503703288259      0.37517044803291094       1.1960736162739534         -0.016416979852537938             33.64431006111252            -7.095720746535949            0.3097513111031756            1099.8671596324355             69173.12229708263           -0.1863689174922083            -414.1748727818578            -2.223120381319674            2.8960047078794338           -3.4263920603566733             0.789289743545126
                       95         380.921997899135       0.2043815110202426       1.1191069371614173                    0.101     0.003085102698805943  -1.0590786965652255e-06       362.11186942883614    0.0003115484784249386     0.048566083982901374      0.01850370329753172       0.3751704480564435        1.196073616285545         -0.016416979647985972             33.64430970573772            -7.095720607610344            0.3097512919648736            1099.8671459863642             69173.11741886853          -0.18636890936268277            -414.1748092536668            -2.223120333434463            2.8960052610555995           -3.4263920543408846            0.7892875960192072
                       96       380.92199789379765       0.2043815110189397       1.1191069371527682                    0.101    0.0030851026987748277  -1.0590786964904795e-06        362.1118694311047    0.0003115484783377271     0.048566083969869965      0.01850370329993673       0.3751704480807358       1.1960736162951218         -0.016416980414660793            33.644309523348106            -7.095720566811818            0.3097513413029526            1099.8671114524807             69173.11294331841          -0.18636893230589027           -414.17499782244766            -2.223120185679738             2.896005357460843            -3.426391956918227            0.7892939381925288
                       97       380.92199789522556       0.2043815110189811        1.119106937127892                    0.101    0.0030851026987710342  -1.0590786962846805e-06       362.11186943480556   0.00031154847837802993      0.04856608389763853     0.018503703304452952      0.37517044810097455       1.1960736163080101           -0.0164169795036761            33.644310751802436             -7.09572087674207           0.30975157316805113            1099.8672051096719             69173.15281205163           -0.1863689117770519           -414.17486724966506           -2.2231209219804664            2.8960030500975726            -3.426391902119308            0.7892878005212935
                       98        380.9219979173588      0.20438151102047702       1.1191069371433109                    0.101      0.00308510269889063  -1.0590786964660555e-06        362.1118694307506    0.0003115484782271402     0.048566084047003445       0.0185037032872878       0.3751704480548084       1.1960736162894856          -0.01641697964679458            33.644309717403026            -7.095720942067346           0.30975122012043754            1099.8671481980919             69173.13560422063           -0.1863689152866632           -414.17489848208174            -2.223120308264286             2.896005144080448            -3.426392172194058              0.78928900946228
                       99       380.92199791577195       0.2043815110213179        1.119106937150768                    0.101     0.003085102698901299  -1.0590786967135767e-06        362.1118694309115    0.0003115484783531731     0.048566084021002716     0.018503703287385334       0.3751704480622522       1.1960736162939856         -0.016416979837504318            33.644310155811375            -7.095720747882981            0.3097513853257172              1099.86715652294             69173.10982579333          -0.18636891643845513           -414.17487402799685           -2.2231204152330264             2.896004449317104           -3.4263919716223548            0.7892893911564443
                      100       380.92199792059637      0.20438151102096572       1.1191069370256113                    0.101    0.0030851026990746915  -1.0590786965664801e-06       362.11186946873767    0.0003115484783154619      0.04856608394633936     0.018503703309881922      0.37517044818506007        1.196073616431323         -0.016416979763813865             33.64430985466567            -7.095720724611072           0.30975125666862724             1099.867208524518             69173.13381452816          -0.18636891844884182             -414.174855531846           -2.2231203585093184            2.8960052123455102           -3.4263921531020163            0.7892901741755338
                      101        385.6641535809524      0.20337358714423318       1.0701730796591669                    0.101    0.0031424449583599126  -1.0588255996491715e-06        376.6454394043005    0.0002528635406259779     0.027648889992575282     0.025272636942921298      0.43236028632352086       1.2475637827894415             0.070361024397627            142.74403779327804            -90.54224069267345              55.2733327242779            15917.090478651431             1089295.875697646             1.062119155528813             4646.273840122558            -126.4702375479706            -214.7773999326475            28.770341999551427            -421.7703794618414
                      102        383.2930757447307      0.20387754908313155        1.094640008414764                    0.101    0.0031137738286127334  -1.0589521481283676e-06        369.3786544146952   0.00028220600951594024      0.03810748700384361     0.021888170115590147       0.4037653671782159       1.2218186995316973          0.015542044616394609             42.52911796323739           -27.381306872798717            17.504533423640293             6946.545474952147            201078.51776957602           0.20889610138166942            1029.5101102042174           -28.556114952725217           -40.569532884904405             7.116493627845367           -126.57563458117781
                      103       384.47861466284166      0.20362556811368238       1.0824065440369672                    0.101     0.003128109393486323  -1.0588888738887696e-06        373.0120469094978   0.00026753477507095863      0.03287818849820945     0.023580403529255722      0.41806282675086837       1.2346912411605695           0.03954948577056242             80.12165742786372           -53.639425975338895             33.52043233329882             10982.79013972548             539555.5729607997            0.5658948430810828             2507.625450592891            -64.66172409985879           -112.53129407477851            16.367731770125765           -249.99049573329287
                      104       384.47861378350717      0.20362556800989054        1.082406590868846                    0.101    0.0031280851566077893  -1.0588888743603198e-06        373.0120467300172   0.00026752923021194485      0.03287818866915765      0.02358040378006751       0.4180628267151065       1.2346912433453878          0.039504177573523806              80.0619877185049           -53.646104805578204             33.50836268540439            10971.174178632686             537015.1502655083            0.5645027836025759              2495.84955129564            -64.61999798688846           -112.45933681717662               16.367178618753           -249.60259237428377
                      105        384.4786142338985      0.20362556802914614       1.0824066153547243                    0.101    0.0031280958334021104  -1.0588888727497203e-06        373.0120470141808   0.00026754811321015766     0.032878188651296006      0.02358040375505823      0.41806282670102207        1.234691241503358          0.039591258837492635             80.10478518224649           -53.641762444250254             33.51607075135682            10979.244603432642             538615.7586497515            0.5674170618202703            2522.8853416564584            -64.65419629581866           -112.50848636154507            16.366623717826297           -250.40694466109915
                      106        384.4776944156238       0.2036254433939668       1.0824785699762405                    0.101    0.0031019200033424576  -1.0588887173386734e-06        373.0119503516442   0.00026934917025573865     0.032878400492600365      0.02358071513152056      0.41806277394077296       1.2346931843612001          0.022198928145690706              22.7949038713575            -60.27111955585407            21.483583644267334             -388.197057154929            -2020640.544478544           0.15211713660002618            142.75477766731547           -26.766671700896087            -42.22812731350571             15.39281335078167           -130.98912685906112
                      107        384.4776943752963       0.2036254433744795       1.0824785784179571                    0.101    0.0031019199987501046   -1.058888716368742e-06         373.011950351359    0.0002693491705709882      0.03287840053938351      0.02358071517015973       0.4180627739071068       1.2346931843644895           0.02219890955074444            22.794863703453572           -60.270946868791754            21.483593363936745           -388.19661916951253           -2020641.6483487748            0.1521170979171579              142.754217657268           -26.766647624387602           -42.228029193207114            15.392842781122962            -130.9890107539871
                      108        384.4776943866707       0.2036254433857791       1.0824785699774289                    0.101    0.0031019200033743583  -1.0588887161670627e-06        373.0119503513957    0.0002693491702536596      0.03287840052548041     0.023580715139987576       0.4180627738841153       1.2346931843632754          0.022198927085958508             22.79490130492174            -60.27111961191185             21.48358280733918            -388.1970661401578           -2020640.4236153066           0.15211709628986342            142.75453796226003           -26.766670258297225           -42.228123458834744            15.392812479779606           -130.98911499577548
                      109         384.477694393757       0.2036254434130171       1.0824785700207613                    0.101    0.0031019200027782023   -1.058888716153955e-06        373.0119503522749    0.0002693491703682849      0.03287840051223488     0.023580715091542463      0.41806277386838064       1.2346931843607842           0.02219892888524209            22.794906481285583            -60.27111952495642            21.483583883892216           -388.19704102409935           -2020640.4376129839           0.15211715200961048            142.75492485060738           -26.766672653276483           -42.228130609051206             15.39281353635912           -130.98913125247373
                      110        384.4776943863649       0.2036254433929903       1.0824785699731212                    0.101    0.0031019200033837327  -1.0588887174675584e-06       373.01195035233116     0.000269349170311693      0.03287840052016054      0.02358071511534178       0.4180627738767559       1.2346931843604327           0.02219892807956217            22.794903944007807           -60.271119880211465              21.4835834872194           -388.19704910006436            -2020640.552946262           0.15211714112421407             142.7548556059115            -26.76667156365721            -42.22812731235195            15.392813193834765            -130.9891281686593
                      111        381.4097620143259      0.20373153059820803       1.0859748706007313                    0.101     0.003094539636653225  -1.0299100585857639e-06        373.0707046401401    0.0002755640700551924      0.03584466091077455      0.02183077548585994      0.41106661889511115         1.23466208537861          0.006749038325400406            23.014037685102288           -25.784565992973945             4.998450818760792             717.9964001356905             716140.8357360829            0.1206488402004017             4634.083942705769            -5.069924879949147            -8.000558573709302            4.0491987614417475            -82.13233901095111
                      112        381.4097619894767      0.20373153059268762       1.0859748706436925                    0.101     0.003094539636671384  -1.0299100586548083e-06       373.07070464044796   0.00027556407001123797       0.0358446609298808     0.021830775472370834       0.4110666188412987       1.2346620853793602          0.006749037413740755            23.014037205933043           -25.784565343690456             4.998450709787709             717.9963833138537             716140.8227709698           0.12064881877369682             4634.083795704544            -5.069924450975853            -8.000557681873223             4.049198784628362            -82.13233254365164
                      113        381.4097620071336      0.20373153059053184        1.085974870669867                    0.101     0.003094539636470924  -1.0299100586080548e-06       373.07070464159824    0.0002755640700496517     0.035844660936371064      0.02183077545614779       0.4110666187864476       1.2346620853770618         0.0067490393047553365             23.01403779731704            -25.78456525955147             4.998450646892121              717.996403764474             716140.8404703364           0.12064886903369569             4634.084147069862            -5.069925048704216            -8.000558382201278             4.049198664681384             -82.1323464445953
                      114       381.40976201694843      0.20373153059257912        1.085974870606515                    0.101    0.0030945396366304665  -1.0299100586482472e-06        373.0707046404238   0.00027556406998722246      0.03584466091167765     0.021830775474927865      0.41106661886121737       1.2346620853787598          0.006749038371449995             23.01403779818357           -25.784566097184236             4.998450776647057             717.9963980448073             716140.8363280924           0.12064883803209989             4634.083899271396            -5.069925002947341             -8.00055886240221             4.049198703118604            -82.13233848804973
                      115        381.4097620137893      0.20373153058863505        1.085974870599001                    0.101     0.003094539636722485  -1.0299100587156826e-06       373.07070464047996   0.00027556407001855764      0.03584466091630535      0.02183077548254743      0.41106661889217266       1.2346620853783175          0.006749038349570458             23.01403723758924            -25.78456600264195             4.998450788384814             717.9964015380217             716140.8252932908           0.12064884219782047             4634.083948473937            -5.069924793189312            -8.000558184404046            4.0491987338772955            -82.13233956759828
                      116        380.6158470798259      0.20218646658394618       1.0895980601901698                    0.101     0.003092703576059487  -1.0472958374718365e-06       373.16593623586147   0.00026449277467069897      0.03753950679909103     0.019309870879681494      0.40288734466572956       1.2346505834316266          0.005323274138735794             5.995576258551564           -0.8122574159624268            -6.545875909069478            461.13546146894896            -130135.1410510117          -0.03496147937786116            156.04263890616102            -7.102965901681012             2.451588450522665            -3.292979162716265           -19.866547478951773
                      117        380.6158440629458       0.2021864663859712       1.0895980782667856      0.10100000004990789    0.0030926776367444916  -1.0472958345728082e-06       373.16593651850405      0.00026448397964513      0.03753950727774643      0.01930987074040168      0.40288734484912425        1.234650587857309         0.0052623282377773604              5.92787227615242           -0.8201652364672053            -6.559666170669226            447.72889945790865           -133017.43629995993          -0.03685351680834283            139.64259417947187            -7.058363168944939            2.5468577929920286           -3.2935227676405447           -19.340829905407574
                      118       380.61584379573833      0.20218646636759072       1.0895980903120588      0.10100000007277962     0.003092687807424152  -1.0472958316596133e-06       373.16593704896707    0.0002645056647028283     0.037539507387626826     0.019309870536959352       0.4028873449234587       1.2346505864371147          0.005360710138654812              5.97248033009472           -0.8160834292289301            -6.551663037198974            456.24094639635683             -131352.821044899          -0.03355947045919103            170.30983769809572            -7.091908664703053            2.4868703077486423           -3.2942926911577866           -20.249897900331852
                      119        380.6156968252649      0.20218645670637528       1.0895991766633024      0.10100000286754907    0.0030916697438938857   -1.047295638104187e-06        373.1659607741333     0.000264519702172528      0.03753953203515403      0.01930985998739017      0.40288735500200074       1.2346507663425599           0.00443552758532392             3.669948190096235           -1.1072450782306271            -7.041970607694616            -6.165095290936451           -234017.69490325142          -0.05754825157728056             4.038716701223269            -5.657179561246834             5.781701412529188           -3.3349895588247143           -13.462069661007014
                      120         288.832662303646       0.1977618248167877       1.9893144816096218      0.10296035196793976      0.01575382629537968   -8.569493333921746e-07       390.15300613071736    -0.008046898083448956       0.0514589506316326     0.007316685050195499      0.40966892486403483       1.3441491192259927            -79.37407972294926           -19013.887607794113             9371.659057795661           -1638.6438813230923           -154133.49057867774            -32767037.06804068            -1336.808085653669           -12255959.949111933            22993.656263216602             158613.3794954526             3649.835174452461             389458.8818771894
                      121        380.6156968252649      0.20218645670637528       1.0895991766633024      0.10100000286754907    0.0030916697438938857   -1.047295638104187e-06        373.1659607741333     0.000264519702172528      0.03753953203515403      0.01930985998739017      0.40288735500200074       1.2346507663425599           0.00443552758532392             3.669948190096235           -1.1072450782306271            -7.041970607694616            -6.165095290936451           -234017.69490325142          -0.05754825157728056             4.038716701223269            -5.657179561246834             5.781701412529188           -3.3349895588247143           -13.462069661007014                
 restart
                      122        380.6156968252649      0.20218645670637528       1.0895991766633024      0.10100000286754907    0.0030916697438938857   -1.047295638104187e-06        373.1659607741333     0.000264519702172528      0.03753953203515403      0.01930985998739017      0.40288735500200074       1.2346507663425599           0.00443552758532392             3.669948190096235           -1.1072450782306271            -7.041970607694616            -6.165095290936451           -234017.69490325142          -0.05754825157728056             4.038716701223269            -5.657179561246834             5.781701412529188           -3.3349895588247143           -13.462069661007014
                      123        380.6156707980988       0.2021864554516703       1.0895994317980335      0.10100000342345061     0.003091673320913128  -1.0472955841271646e-06       373.16596541993766   0.00026451737207899774      0.03753953554679013     0.019309856523466246      0.40288735692506905       1.2346508051068104          0.004424181934669769             3.673662363224786           -1.1006327054256202            -7.040363364310435            -5.038188517062884           -233778.45182799594          -0.05792020761291808            0.6489150840862195            -5.657985107484096             5.778696375617994           -3.3336704795872487            -13.35609857536786
                      124        380.6147684514874      0.20218641159861064       1.0896082084916934      0.10100002279834364    0.0030917465026224027  -1.0472937062401418e-06        373.1661297918065   0.00026459032032820703      0.03753965804081774     0.019309735874594093      0.40288742392459737       1.2346521327990212         0.0046135898576211126             3.840791518459186           -0.8837353043817522           -6.9876468621036345            38.287214766579375            -226079.2754240522           -0.0504982319113743              78.8904903687368           -5.7508000219037285             5.643752621604705            -3.299318263985056           -15.273238051887645
                      125        380.6144723185264      0.20218639682794062        1.089610724462231      0.10100002912663888     0.003091596297710889  -1.0472931029708388e-06        373.1661832678205    0.0002645541602153731     0.037539698560779156      0.01930969681476685      0.40288744575605373        1.234652570556213          0.004266997102185719            3.4421357335784823           -0.8758786192458528            -7.063767605686344            -37.84138811678358           -242895.06594268928          -0.06080092208374674            -6.151925824241413            -5.483080943097392             6.232729534067667           -3.2934654815584437            -12.36973227297888
                      126        380.6156287307838      0.20218645328502513       1.0895990405608522      0.10100000451861765    0.0030916699789352753  -1.0472954706194485e-06        373.1659769515933    0.0002645207046032658      0.03753954186816564      0.01930984758465414      0.40288736037084305        1.234650852361265          0.004432824689491158             3.670048261958211            -1.108949822351374            -7.042157437571756            -6.150627391288104           -233999.50579696998           -0.0576032029298793             4.087330429374031            -5.656198006799401             5.781028421440072           -3.3352360171110944           -13.447122037591612
                      127       380.61513958639125       0.2021864263390479       1.0895984708657576      0.10100001762868727     0.003091651871840944  -1.0472941510475835e-06       373.16611875222014    0.0002644502461102053     0.037539617588361954      0.01930974908481561      0.40288740303518056       1.2346513957231997          0.004108814874631556            3.5573771402678247           -1.1220106357340538            -7.061637217672507            -27.55249519619702           -237975.62294517618          -0.06838936419887665            -95.53061517763288           -5.5628253119889095             5.927334316028417             -3.33191989092369           -10.473137679835489
                      128        380.4074820421672      0.20217601597910534       1.0893948794692196      0.10100500360544185    0.0030922209372845964  -1.0467902459041178e-06        373.2144724784689    0.0002675899674407593      0.03756945584120405     0.019272800692734612       0.4029036965092234       1.2349174469286528         -0.005595125198940668             2.578126710569781            -2.051693885305497            -7.431973253794707           -24.445952146374303            -222304.9809977708           -0.2658067958381172           -138.24807822892868           -1.5337261138910723            7.7286010967540495           -3.3343445491836166              46.1751251929361
                      129        380.4074820413923      0.20217601597396143       1.0893948794673118      0.10100500381038807     0.003092220937298483  -1.0467902456584624e-06        373.2144724797883   0.00026758996751236687      0.03756945584693007        0.019272800686567      0.40290369665026027       1.2349174469342754        -0.0055951256348828575             2.578130049635018            -2.051693079886754            -7.431970901722004            -24.44581062108916            -222304.9918166114           -0.2658067864934114           -138.24799087406603           -1.5337277687243434             7.728593146672063           -3.3343423326645367             46.17512152372204
                      130        380.4074820468304      0.20217601595458332       1.0893948794683475       0.1010050037278174     0.003092220937271454   -1.046790245527054e-06        373.2144724792192   0.00026758996746971484      0.03756945586362014      0.01927280069950682       0.4029036964601867       1.2349174469306134         -0.005595125006974872            2.5781246849496586            -2.051693699079385           -7.4319732585491405           -24.445957831194224           -222304.94447572745          -0.26580679073069596           -138.24801527662166           -1.5337255815274042             7.728603393877063            -3.334344627637015            46.175123958010026
